zpid,id,rawHomeStatusCd,marketingStatusSimplifiedCd,imgSrc,hasImage,detailUrl,statusType,statusText,countryCurrency,price,unformattedPrice,address,addressStreet,addressCity,addressState,addressZipcode,isUndisclosedAddress,beds,baths,latLong,isZillowOwned,hdpData,isSaved,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,list,relaxed,info1String,brokerName,carouselPhotos
2064726139,2064726139,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/8f26fd521cd030784fe26c676e135a89-p_e.jpg,true,https://www.zillow.com/homedetails/1468-Everts-Ave-Windsor-ON-N9B-3E3/2064726139_zpid/,FOR_SALE,House for sale,C$,"C$299,900",299900,"1468 Everts Ave, Windsor, ON N9B 3E3",1468 Everts Ave,Windsor,ON,N9B3E3,false,3,2,[object Object],false,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24024275,Jump Realty Inc. Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
2056206457,2056206457,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/aaa885b43aac8c21ac181549746ad911-p_e.jpg,true,https://www.zillow.com/homedetails/1061-Highland-Ave-Windsor-ON-N9A-1R6/2056206457_zpid/,FOR_SALE,House for sale,C$,"C$249,900",249900,"1061 Highland Ave, Windsor, ON N9A 1R6",1061 Highland Ave,Windsor,ON,N9A1R6,false,2,2,[object Object],false,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24023188,Re/Max Capital Diamond Realty - 821 Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
441723549,441723549,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/4528855d2fab42fa85075b8d651d25a9-p_e.jpg,true,https://www.zillow.com/homedetails/517-Rodfam-Dr-Windsor-ON-N9G-2P7/441723549_zpid/,FOR_SALE,House for sale,C$,"C$649,000",649000,"517 Rodfam Dr, Windsor, ON N9G 2P7",517 Rodfam Dr,Windsor,ON,N9G2P7,false,3,4,[object Object],false,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24024296,Lc Platinum Realty Inc. - 525 Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
439640018,439640018,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/17cd794d482e6d85bbbf8571a2a906a3-p_e.jpg,true,https://www.zillow.com/homedetails/2789-Princess-Ave-Windsor-ON-N8T-1W3/439640018_zpid/,FOR_SALE,House for sale,C$,"C$549,900",549900,"2789 Princess Ave, Windsor, ON N8T 1W3",2789 Princess Ave,Windsor,ON,N8T1W3,false,3,2,[object Object],false,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24020454,Deerbrook Realty Inc. - 175 Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
441866152,441866152,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/cefc8c37ba451aa43301d9d0d1add96e-p_e.jpg,true,https://www.zillow.com/homedetails/334-Isack-Dr-Windsor-ON-N8S-3V8/441866152_zpid/,FOR_SALE,House for sale,C$,"C$424,900",424900,"334 Isack Dr, Windsor, ON N8S 3V8",334 Isack Dr,Windsor,ON,N8S3V8,false,3,1,[object Object],false,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24024727,Re/Max Capital Diamond Realty - 821 Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
441204965,441204965,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/ee982178d294981390ce66d394bbd775-p_e.jpg,true,https://www.zillow.com/homedetails/9-Bonita-Ave-Windsor-ON-N8W-2B4/441204965_zpid/,FOR_SALE,Home for sale,C$,"C$69,900",69900,"9 Bonita Ave, Windsor, ON N8W 2B4",9 Bonita Ave,Windsor,ON,N8W2B4,false,2,1,[object Object],false,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24023802,Royal Lepage Binder Real Estate - 640 Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
440394090,440394090,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/12d271cfa761d88ef140a23e4d0bff96-p_e.jpg,true,https://www.zillow.com/homedetails/1246-George-Ave-Windsor-ON-N8Y-2X6/440394090_zpid/,FOR_SALE,House for sale,C$,"C$324,900",324900,"1246 George Ave, Windsor, ON N8Y 2X6",1246 George Ave,Windsor,ON,N8Y2X6,false,2,1,[object Object],false,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24021240,Deerbrook Realty Inc. - 175 Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
439934711,439934711,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/ece50f68f15ebdd68dd42f09d103767f-p_e.jpg,true,https://www.zillow.com/homedetails/1485-Gladstone-Ave-Windsor-ON-N8X-2P9/439934711_zpid/,FOR_SALE,House for sale,C$,"C$349,000",349000,"1485 Gladstone Ave, Windsor, ON N8X 2P9",1485 Gladstone Ave,Windsor,ON,N8X2P9,false,4,2,[object Object],false,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24020162,Exp Realty Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
2065709326,2065709326,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/9b406f39d1e0365f4f8e8c012f13acff-p_e.jpg,true,https://www.zillow.com/homedetails/1531-Windsor-Ave-Windsor-ON-N8X-3M3/2065709326_zpid/,FOR_SALE,Multi-family home for sale,C$,"C$299,900",299900,"1531 Windsor Ave, Windsor, ON N8X 3M3",1531 Windsor Ave,Windsor,ON,N8X3M3,false,4,2,[object Object],false,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24023810,Re/Max Care Realty - 828 Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
2063304905,2063304905,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/e54515ce58cc783a87d1c47eb8c005e6-p_e.jpg,true,https://www.zillow.com/homedetails/2325-Chandler-Rd-Windsor-ON-N8W-4A5/2063304905_zpid/,FOR_SALE,House for sale,C$,"C$335,000",335000,"2325 Chandler Rd, Windsor, ON N8W 4A5",2325 Chandler Rd,Windsor,ON,N8W4A5,false,2,1,[object Object],false,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #X9295188,CENTURY 21 REGAL REALTY INC.,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
