zpid,id,rawHomeStatusCd,marketingStatusSimplifiedCd,imgSrc,hasImage,detailUrl,statusType,statusText,countryCurrency,price,unformattedPrice,address,addressStreet,addressCity,addressState,addressZipcode,isUndisclosedAddress,beds,baths,latLong,isZillowOwned,flexFieldText,flexFieldType,hdpData,isSaved,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,list,relaxed,info1String,brokerName,carouselPhotos,hasOpenHouse,openHouseStartDate,openHouseEndDate,openHouseDescription
348910871,348910871,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/bcd1b6794d8c7ab3f6f3552c1e4cc95f-p_e.jpg,true,https://www.zillow.com/homedetails/1530-Pillette-Rd-Windsor-ON-N8Y-3C2/348910871_zpid/,FOR_SALE,House for sale,C$,"C$299,900",299900,"1530 Pillette Rd, Windsor, ON N8Y 3C2",1530 Pillette Rd,Windsor,ON,N8Y3C2,false,4,2,[object Object],false,Open: Sun 1-2pm (11/3),openHouse,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24026243,Jump Realty Inc. Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",true,2024-11-03T13:00:00,2024-11-03T14:00:00,Open House - 1:00 - 2:00 PM
339917020,339917020,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/fdf4203f72c145294b2ef495a2790ca3-p_e.jpg,true,https://www.zillow.com/homedetails/1291-Kamloops-St-Windsor-ON-N8W-5V2/339917020_zpid/,FOR_SALE,House for sale,C$,"C$640,900",640900,"1291 Kamloops St, Windsor, ON N8W 5V2",1291 Kamloops St,Windsor,ON,N8W5V2,false,4,3,[object Object],false,Two-story home,homeInsight,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24024945,Lc Platinum Realty Inc. - 525 Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
438379887,438379887,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/ff729babbb206868c87d36a9e6c33f95-p_e.jpg,true,https://www.zillow.com/homedetails/4817-Barcelona-Cres-Windsor-ON-N9G-3E9/438379887_zpid/,FOR_SALE,House for sale,C$,"C$749,900",749900,"4817 Barcelona Cres, Windsor, ON N9G 3E9",4817 Barcelona Cres,Windsor,ON,N9G3E9,false,4,3,[object Object],false,,,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24023899,Keller Williams Lifestyles Realty Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
441824060,441824060,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/e7ba904e80eb83362864f0f64fc46f1e-p_e.jpg,true,https://www.zillow.com/homedetails/945-Edward-Ave-Windsor-ON-N8S-2Z7/441824060_zpid/,FOR_SALE,House for sale,C$,"C$599,900",599900,"945 Edward Ave, Windsor, ON N8S 2Z7",945 Edward Ave,Windsor,ON,N8S2Z7,false,3,2,[object Object],false,,,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24026224,Deerbrook Realty Inc. - 175 Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
2064078387,2064078387,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/af453999b87be2e371c8abf913b09ed0-p_e.jpg,true,https://www.zillow.com/homedetails/1609-Pillette-Rd-Windsor-ON-N8Y-3C4/2064078387_zpid/,FOR_SALE,House for sale,C$,"C$399,999",399999,"1609 Pillette Rd, Windsor, ON N8Y 3C4",1609 Pillette Rd,Windsor,ON,N8Y3C4,false,3,1,[object Object],false,Beautiful kitchen,homeInsight,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24024981,Deerbrook Realty Inc. - 175 Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
440683736,440683736,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/f6ff7bc8ba6f43e678fde3b7095261f8-p_e.jpg,true,https://www.zillow.com/homedetails/2242-Saint-Clair-Ave-Windsor-ON-N9B-3W4/440683736_zpid/,FOR_SALE,House for sale,C$,"C$711,000",711000,"2242 Saint Clair Ave, Windsor, ON N9B 3W4",2242 Saint Clair Ave,Windsor,ON,N9B3W4,false,5,3,[object Object],false,3D Tour,threeDHome,[object Object],false,false,false,ForSale,For Sale (Broker),false,true,false,false,true,false,false,true,false,MLS® ID #24024906,Deerbrook Realty Inc. - 175 Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
440146771,440146771,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/9e19eabb06ea6da223b068e6e508d1b9-p_e.jpg,true,https://www.zillow.com/homedetails/4076-Roseland-Dr-W-Windsor-ON-N9G-1Z8/440146771_zpid/,FOR_SALE,House for sale,C$,"C$2,499,900",2499900,"4076 Roseland Dr W, Windsor, ON N9G 1Z8",4076 Roseland Dr W,Windsor,ON,N9G1Z8,false,7,5,[object Object],false,Scenic roseland golf course,homeInsight,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24020720,Pinnacle Plus Realty Ltd. Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
2061022741,2061022741,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/8c191beadda6633e257c7395f198c1c7-p_e.jpg,true,https://www.zillow.com/homedetails/389-Bridge-Ave-Windsor-ON-N9B-2M3/2061022741_zpid/,FOR_SALE,House for sale,C$,"C$269,900",269900,"389 Bridge Ave, Windsor, ON N9B 2M3",389 Bridge Ave,Windsor,ON,N9B2M3,false,3,1,[object Object],false,,,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24023780,Lc Platinum Realty Inc. Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
441980595,441980595,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/6a9f784d61f148420576ff68e17004e6-p_e.jpg,true,https://www.zillow.com/homedetails/1862-Westcott-Rd-Windsor-ON-N8W-4K2/441980595_zpid/,FOR_SALE,House for sale,C$,"C$299,000",299000,"1862 Westcott Rd, Windsor, ON N8W 4K2",1862 Westcott Rd,Windsor,ON,N8W4K2,false,2,1,[object Object],false,Hvac system,homeInsight,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24024968,Pinnacle Plus Realty Ltd. Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
2062914503,2062914503,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/f4b54997d7b94bc65e0897f27ccf652e-p_e.jpg,true,https://www.zillow.com/homedetails/468-Glengarry-Ave-Windsor-ON-N9A-1P9/2062914503_zpid/,FOR_SALE,House for sale,C$,"C$249,900",249900,"468 Glengarry Ave, Windsor, ON N9A 1P9",468 Glengarry Ave,Windsor,ON,N9A1P9,false,3,1,[object Object],false,Covered porch,homeInsight,[object Object],false,false,false,ForSale,For Sale (Broker),false,false,false,false,true,false,false,true,false,MLS® ID #24024032,Save Max Wincity Realty Brokerage,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",,,,
